"ACUTE ILLNESS - Persons suffering from Acute Illness (Per 100,000 Population) - Diarrhoea/Dysentery - Person - Urban","ACUTE ILLNESS - Persons suffering from Acute Illness (Per 100,000 Population) - Diarrhoea/Dysentery - Male - Urban","ACUTE ILLNESS - Persons suffering from Acute Illness (Per 100,000 Population) - Diarrhoea/Dysentery - Female - Urban","ACUTE ILLNESS - Persons suffering from Acute Illness (Per 100,000 Population) - Acute Respiratory Infection (ARI) - Person - Urban","ACUTE ILLNESS - Persons suffering from Acute Illness (Per 100,000 Population) - Acute Respiratory Infection (ARI) - Male - Urban","ACUTE ILLNESS - Persons suffering from Acute Illness (Per 100,000 Population) - Acute Respiratory Infection (ARI) - Female - Urban","ACUTE ILLNESS - Persons suffering from Acute Illness (Per 100,000 Population) - Fever (All Types) - Person - Urban","ACUTE ILLNESS - Persons suffering from Acute Illness (Per 100,000 Population) - Fever (All Types) - Male - Urban","ACUTE ILLNESS - Persons suffering from Acute Illness (Per 100,000 Population) - Fever (All Types) - Female - Urban","ACUTE ILLNESS - Persons suffering from Acute Illness (Per 100,000 Population) - Any type of Acute Illness - Person - Urban","ACUTE ILLNESS - Persons suffering from Acute Illness (Per 100,000 Population) - Any type of Acute Illness - Male - Urban","ACUTE ILLNESS - Persons suffering from Acute Illness (Per 100,000 Population) - Any type of Acute Illness - Female - Urban","CHRONIC ILLNESS - Having any kind of Symptoms of Chronic Illness (Per 100,000 Population) - Person - Urban","CHRONIC ILLNESS - Having any kind of Symptoms of Chronic Illness (Per 100,000 Population) - Male - Urban","CHRONIC ILLNESS - Having any kind of Symptoms of Chronic Illness (Per 100,000 Population) - Female - Urban",CHRONIC ILLNESS - Having any kind of Symptoms of Chronic Illness and sought Medical Care (%) - Person - Urban,CHRONIC ILLNESS - Having any kind of Symptoms of Chronic Illness and sought Medical Care (%) - Male - Urban,CHRONIC ILLNESS - Having any kind of Symptoms of Chronic Illness and sought Medical Care (%) - Female - Urban,"CHRONIC ILLNESS - Having diagnosed for Chronic Illness (Per 100,000 Population) - Diabetes - Person - Urban","CHRONIC ILLNESS - Having diagnosed for Chronic Illness (Per 100,000 Population) - Diabetes - Male - Urban","CHRONIC ILLNESS - Having diagnosed for Chronic Illness (Per 100,000 Population) - Diabetes - Female - Urban","CHRONIC ILLNESS - Having diagnosed for Chronic Illness (Per 100,000 Population) - Hypertension - Person - Urban","CHRONIC ILLNESS - Having diagnosed for Chronic Illness (Per 100,000 Population) - Hypertension - Male - Urban","CHRONIC ILLNESS - Having diagnosed for Chronic Illness (Per 100,000 Population) - Hypertension - Female - Urban","CHRONIC ILLNESS - Having diagnosed for Chronic Illness (Per 100,000 Population) - Tuberculosis (TB) - Person - Urban","CHRONIC ILLNESS - Having diagnosed for Chronic Illness (Per 100,000 Population) - Tuberculosis (TB) - Male - Urban","CHRONIC ILLNESS - Having diagnosed for Chronic Illness (Per 100,000 Population) - Tuberculosis (TB) - Female - Urban","CHRONIC ILLNESS - Having diagnosed for Chronic Illness (Per 100,000 Population) - Asthma / Chronic Respiratory Disease - Person - Urban","CHRONIC ILLNESS - Having diagnosed for Chronic Illness (Per 100,000 Population) - Asthma / Chronic Respiratory Disease - Male - Urban","CHRONIC ILLNESS - Having diagnosed for Chronic Illness (Per 100,000 Population) - Asthma / Chronic Respiratory Disease - Female - Urban","CHRONIC ILLNESS - Having diagnosed for Chronic Illness (Per 100,000 Population) - Arthritis - Person - Urban","CHRONIC ILLNESS - Having diagnosed for Chronic Illness (Per 100,000 Population) - Arthritis - Male - Urban","CHRONIC ILLNESS - Having diagnosed for Chronic Illness (Per 100,000 Population) - Arthritis - Female - Urban","CHRONIC ILLNESS - Having diagnosed for Chronic Illness (Per 100,000 Population) - Any kind of Chronic Illness - Person - Urban","CHRONIC ILLNESS - Having diagnosed for Chronic Illness (Per 100,000 Population) - Any kind of Chronic Illness - Male - Urban","CHRONIC ILLNESS - Having diagnosed for Chronic Illness (Per 100,000 Population) - Any kind of Chronic Illness - Female - Urban",CHILDHOOD DISEASES - Children suffering from Diarrhoea (%) - Urban,CHILDHOOD DISEASES - Children suffering from Diarrhoea who received HAF/ORS/ORT (%) - Urban,CHILDHOOD DISEASES - Children suffering from Acute Respiratory Infection (%) - Urban,CHILDHOOD DISEASES - Children suffering from Acute Respiratory Infection who sought treatment (%) - Urban,CHILDHOOD DISEASES - Children suffering from Fever (%) - Urban,CHILDHOOD DISEASES - Children suffering from Fever who sought treatment (%) - Urban,MORTALITY - Infant Mortality Rate (IMR) - Urban - Person,MORTALITY - Infant Mortality Rate (IMR) - Urban - Male,MORTALITY - Infant Mortality Rate (IMR) - Urban - Female,MORTALITY - Neo-natal Mortality Rate - Urban,MORTALITY - Post Neo-natal Mortality Rate - Urban,MORTALITY - Under Five Mortality Rate (U5MR) - Urban - Person,MORTALITY - Under Five Mortality Rate (U5MR) - Urban - Male,MORTALITY - Under Five Mortality Rate (U5MR) - Urban - Female,CONFIDENCE INTERVAL (95%) FOR SOME IMPORTANT INDICATORS - Infant Mortality Rate - Urban - Lower Limit,CONFIDENCE INTERVAL (95%) FOR SOME IMPORTANT INDICATORS - Infant Mortality Rate - Urban - Upper Limit,CONFIDENCE INTERVAL (95%) FOR SOME IMPORTANT INDICATORS - Under Five Mortality Rate (U5MR) - Urban - Lower Limit,CONFIDENCE INTERVAL (95%) FOR SOME IMPORTANT INDICATORS - Under Five Mortality Rate (U5MR) - Urban - Upper Limit
403.28,412.73,392.8,1267.15,1194.19,1348.08,2267.64,2136.98,2412.61,4224.56,4005.78,4467.27,8210.02,7024.78,9524.92,96.5,96.3,96.6,1207.65,1284.28,1122.63,2159.66,1707.49,2661.31,239.11,203.22,278.91,520.08,492.34,550.86,1781.72,1169.05,2461.42,7912.51,6777.57,9171.63,18.9,95.8,19.6,99.6,19.6,97.8,31.61,31.68,31.52,19.38,12.22,38.0,40.0,36.0,26.69,36.52,33.0,44.0
1385.87,1554.14,1204.06,3681.71,3658.09,3707.22,883.3,843.05,926.81,6038.45,6121.25,5948.99,20361.7,17660.0,23281.05,100.0,100.0,100.0,2067.39,2250.57,1869.46,2832.67,2624.44,3057.67,137.06,139.29,134.66,251.28,234.59,269.33,1652.39,1092.3,2257.6,16980.77,14954.92,19169.84,7.71,90.32,16.42,98.48,18.91,96.05,60.81,68.21,95.74,43.22,17.58,71.0,75.0,67.0,46.79,74.82,58.0,85.0
160.18,129.78,194.33,2135.77,1932.23,2364.37,3913.04,3749.1,4097.17,6247.14,5839.94,6704.45,5964.91,5205.48,6817.81,80.9,80.9,81.0,694.13,821.92,550.61,1762.01,1427.54,2137.65,68.65,115.36,16.19,259.34,302.81,210.53,373.76,245.13,518.22,5125.86,4643.11,5668.02,16.4,71.9,13.8,100.0,11.8,95.7,44.83,40.34,50.13,31.03,13.79,56.0,50.0,63.0,33.97,55.69,41.0,71.0
514.06,457.93,576.92,4445.12,4493.42,4391.03,665.26,572.41,769.23,5896.58,5838.58,5961.54,18324.77,17057.81,19743.59,99.75,99.66,99.84,1889.93,2117.92,1634.62,1814.33,1345.16,2339.74,362.87,429.31,288.46,272.15,257.58,288.46,1300.27,1030.34,1602.56,14529.79,13795.08,15352.56,10.19,100.0,25.93,100.0,30.56,100.0,75.76,90.43,75.68,54.55,21.21,80.0,98.0,56.0,42.34,109.17,51.0,109.0
271.0,287.0,255.0,479.0,522.0,432.0,2521.0,2395.0,2657.0,5025.0,4585.0,5501.0,5520.0,4841.0,6254.0,95.8,94.5,96.8,1845.0,1791.0,1904.0,2786.0,2047.0,3586.0,186.0,205.0,166.0,479.0,491.0,465.0,622.0,317.0,952.0,8631.0,7502.0,9852.0,13.8,89.6,8.6,100.0,19.6,92.6,35.0,24.0,45.0,15.0,20.0,54.0,47.0,61.0,22.0,47.0,41.0,67.0
798.0,529.0,1086.0,7292.0,6735.0,7889.0,4780.0,4156.0,5448.0,17929.0,15784.0,20224.0,12762.0,10295.0,15402.0,76.2,75.4,76.9,701.0,860.0,531.0,1418.0,1091.0,1769.0,376.0,397.0,354.0,1088.0,949.0,1238.0,2615.0,2314.0,2936.0,10016.0,8708.0,11415.0,2.8,50.0,36.1,100.0,27.8,95.0,52.0,49.0,56.0,29.0,23.0,62.0,57.0,68.0,24.0,79.0,38.0,86.0
1138.0,1039.0,1249.0,2068.0,1429.0,2792.0,2689.0,2273.0,3159.0,5895.0,4740.0,7201.0,6343.0,5909.0,6833.0,86.4,84.6,88.2,620.0,844.0,367.0,931.0,844.0,1029.0,69.0,65.0,73.0,448.0,325.0,588.0,172.0,130.0,220.0,5584.0,5130.0,6098.0,9.5,100.0,26.2,100.0,26.2,100.0,75.0,48.0,105.0,38.0,38.0,96.0,64.0,130.0,52.0,98.0,50.0,141.0
187.76,174.43,202.44,977.81,902.39,1060.91,4592.78,4160.76,5068.81,6311.88,5744.59,6936.93,11866.62,11468.24,12305.56,96.31,96.94,95.67,4156.3,5128.26,3085.36,3740.55,3172.31,4366.66,114.61,123.26,105.07,1320.41,1218.69,1432.49,751.04,441.89,1091.66,12618.87,12270.62,13002.59,10.49,89.29,36.05,92.99,32.87,93.73,60.0,58.0,61.0,35.0,25.0,78.0,72.0,85.0,50.0,69.0,70.0,86.0
195.73,130.0,261.95,16.31,0.0,32.74,2365.03,2177.45,2554.03,2952.21,2567.44,3339.88,9949.44,9424.76,10478.06,80.0,80.34,79.69,1451.64,1852.45,1047.81,2104.06,1852.45,2357.56,146.79,259.99,32.74,260.97,324.99,196.46,913.39,617.48,1211.53,9150.22,8839.78,9463.0,13.08,71.43,16.82,88.89,16.82,88.89,35.0,20.0,51.0,23.0,15.0,50.0,34.0,66.0,21.0,49.0,28.0,71.0
95.0,45.0,150.0,2744.0,2834.0,2645.0,1183.0,810.0,1597.0,4140.0,3869.0,4441.0,12373.0,10931.0,13972.0,79.0,81.9,76.4,1609.0,1889.0,1297.0,1561.0,1844.0,1248.0,237.0,360.0,100.0,355.0,135.0,599.0,2106.0,1439.0,2844.0,9392.0,8682.0,10180.0,9.2,100.0,24.6,92.3,21.5,85.7,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.0,24.0,93.0,35.0,24.0,59.0,24.0,93.0,36.0,82.0,9.0,109.0
400.24,437.28,360.25,848.27,632.91,1080.75,2485.07,2520.14,2447.2,4008.36,3855.01,4173.91,4916.37,4556.96,5304.35,92.1,91.9,92.3,489.84,540.85,434.78,1415.77,1116.23,1739.13,59.74,57.54,62.11,394.27,333.72,459.63,388.29,322.21,459.63,4868.58,4510.93,5254.66,5.1,100.0,5.6,100.0,23.5,97.8,51.35,38.53,64.64,33.61,17.74,58.0,47.0,70.0,36.42,66.29,44.0,73.0
1189.3,964.39,1447.42,654.11,408.01,936.57,3409.32,3115.73,3746.28,5312.19,4562.31,6172.84,7274.53,6342.73,8343.98,100.0,100.0,100.0,396.43,408.01,383.14,713.58,519.29,936.57,198.22,222.55,170.29,455.9,556.38,340.57,416.25,333.83,510.86,5034.69,4673.59,5449.13,5.95,100.0,8.33,100.0,2.38,100.0,32.79,24.1,32.37,29.51,3.28,39.0,37.0,43.0,17.73,47.84,18.0,61.0
146.06,46.23,257.07,559.88,554.79,565.55,1777.02,1664.36,1902.31,4527.75,3929.73,5192.8,12828.63,9754.97,16246.79,84.63,85.31,84.18,973.71,1017.11,925.45,1071.08,785.95,1388.17,316.46,277.39,359.9,1095.42,1063.34,1131.11,3651.41,1479.43,6066.84,12000.97,9338.88,14961.44,6.06,100.0,4.55,100.0,15.15,100.0,44.78,47.62,41.67,24.88,19.9,60.0,62.0,58.0,33.57,55.98,27.0,93.0
78.96,76.98,81.04,1421.24,1385.68,1458.67,2230.56,2078.52,2390.6,3947.89,3695.15,4213.94,3770.23,2617.4,4983.79,93.7,100.0,90.2,256.61,230.95,283.63,473.75,384.91,567.26,256.61,307.93,202.59,296.09,307.93,283.63,829.06,500.38,1175.04,3414.92,2848.34,4011.35,5.9,100.0,10.6,100.0,5.9,100.0,,,,,,,,,,,,
230.0,203.0,261.0,2184.0,2114.0,2265.0,2982.0,2791.0,3201.0,5802.0,5481.0,6170.0,6536.0,5810.0,7368.0,96.9,96.6,97.1,1281.0,1367.0,1183.0,1484.0,1209.0,1800.0,199.0,190.0,211.0,734.0,734.0,733.0,527.0,196.0,907.0,6228.0,5507.0,7056.0,16.2,87.8,32.9,97.6,29.4,96.0,40.0,34.0,46.0,31.0,8.0,53.0,39.0,68.0,30.0,49.0,43.0,63.0
511.27,418.14,612.64,251.45,192.99,315.07,3553.77,2862.66,4305.97,10770.26,9054.36,12637.84,7794.82,6867.16,8804.48,97.63,98.59,96.82,2690.47,3425.54,1890.43,1860.7,1640.4,2100.47,75.43,80.41,70.02,410.69,289.48,542.62,1206.94,771.95,1680.38,9026.9,8684.46,9399.61,8.89,100.0,18.89,91.18,25.0,97.78,38.0,55.0,18.0,31.0,7.0,44.0,58.0,28.0,23.0,52.0,28.0,60.0
369.32,322.78,416.16,1487.4,1260.84,1715.39,1310.33,1270.93,1349.98,3303.65,2975.59,3633.78,14089.85,11851.93,16341.86,97.09,97.45,96.83,2473.95,2642.73,2304.1,2782.56,2148.48,3420.63,192.25,191.65,192.85,460.39,474.08,446.61,900.54,413.56,1390.58,12091.47,10338.91,13855.05,7.86,86.36,18.21,98.04,18.57,90.38,27.19,26.77,27.66,21.15,6.04,33.0,30.0,36.0,14.88,39.5,22.0,44.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512.46,516.83,507.57,10448.31,10085.21,10854.29,2333.73,2276.85,2397.31,13718.48,13242.07,14251.13,10120.19,8234.39,12228.64,94.97,96.27,94.0,822.15,726.36,929.25,862.7,614.61,1140.09,435.04,446.99,421.68,1058.1,1271.13,819.93,2720.84,1585.42,3990.32,9740.45,8038.83,11642.98,13.89,77.65,38.4,95.32,24.51,93.33,44.07,46.3,36.89,29.94,14.12,49.0,50.0,48.0,32.3,55.84,39.0,59.0
285.55,251.49,322.31,2390.47,2059.1,2748.09,1313.54,1147.44,1492.79,4919.64,4369.7,5513.15,16439.59,14822.38,18184.9,94.74,95.76,93.84,2969.73,3693.81,2188.3,2961.57,2420.62,3545.38,138.7,125.75,152.67,1745.94,1854.76,1628.5,1444.07,848.79,2086.51,15158.68,13957.87,16454.62,13.82,80.95,40.13,98.36,34.87,86.79,48.0,32.0,66.0,29.0,18.0,78.0,66.0,91.0,24.0,71.0,57.0,98.0
7413.0,8755.0,6006.0,670.0,611.0,732.0,1280.0,1338.0,1220.0,11313.0,12304.0,10274.0,5463.0,5061.0,5884.0,77.4,79.3,75.6,1087.0,1076.0,1098.0,1980.0,1629.0,2348.0,104.0,116.0,91.0,506.0,524.0,488.0,551.0,349.0,762.0,5567.0,5032.0,6128.0,25.3,84.2,16.9,91.7,30.1,95.8,37.0,34.0,40.0,28.0,9.0,42.0,43.0,40.0,15.0,59.0,21.0,63.0
334.25,406.5,256.49,29922.98,27936.64,32060.95,2572.3,2396.97,2761.01,33243.71,31090.55,35561.26,10943.18,9083.26,12945.08,83.86,87.19,81.35,821.1,756.94,890.16,1010.03,616.76,1433.31,385.12,420.52,347.01,1475.08,1892.35,1025.95,2637.7,1513.88,3847.31,10637.99,8760.86,12658.42,6.07,93.33,46.96,100.0,43.72,95.33,35.45,33.1,69.15,26.89,8.56,44.0,42.0,46.0,23.36,47.55,30.0,58.0
424.08,430.4,417.12,1910.71,1812.44,2019.0,4045.82,3770.58,4349.14,6866.5,6457.65,7317.09,7152.34,6271.99,8122.54,91.3,92.1,90.5,878.92,954.76,795.34,1590.71,1204.86,2015.94,174.08,178.93,168.73,543.06,551.7,533.53,1106.71,794.03,1451.31,6632.49,5879.64,7462.17,15.3,95.7,18.7,96.9,19.7,95.6,46.59,45.37,47.98,30.38,16.21,57.0,55.0,59.0,43.75,49.43,55.0,59.0
92.0,143.0,44.0,253.0,334.0,178.0,5206.0,5160.0,5249.0,6151.0,6402.0,5916.0,6704.0,6259.0,7117.0,96.9,98.5,95.6,1543.0,2054.0,1068.0,2949.0,2054.0,3781.0,230.0,287.0,178.0,184.0,143.0,222.0,415.0,382.0,445.0,6519.0,6068.0,6940.0,19.7,77.7,27.9,92.9,13.1,87.5,,,,,,,,,,,,
1290.62,1207.61,1380.75,922.83,989.21,850.77,5824.53,5190.13,6513.25,10752.98,9840.7,11743.38,10264.81,8620.25,12050.21,84.1,84.4,83.9,976.33,1091.98,850.77,2507.69,1503.08,3598.33,254.11,282.63,223.15,421.29,372.56,474.2,1170.26,796.51,1576.01,8626.45,7309.87,10055.79,10.1,95.8,5.5,100.0,10.1,79.2,52.85,48.17,58.06,47.76,5.08,63.0,56.0,72.0,30.24,75.45,48.0,79.0
207.0,166.0,253.0,1398.0,1093.0,1737.0,2512.0,2211.0,2847.0,4556.0,3862.0,5327.0,5476.0,4625.0,6424.0,81.7,78.7,84.1,905.0,1037.0,758.0,722.0,610.0,846.0,336.0,359.0,311.0,732.0,735.0,729.0,737.0,394.0,1118.0,6317.0,5546.0,7174.0,4.6,85.7,18.2,98.2,21.5,90.9,33.0,32.0,34.0,23.0,10.0,40.0,36.0,43.0,20.0,46.0,28.0,51.0
709.69,802.36,607.19,1951.65,1900.34,2008.41,2483.92,2364.86,2615.6,6209.8,6207.77,6212.05,7629.19,6841.22,8500.7,98.26,98.77,97.8,1419.38,1562.5,1261.09,1552.45,1309.12,1821.58,266.13,337.84,186.83,288.31,337.84,233.54,754.05,295.61,1261.09,6409.4,5532.09,7379.73,7.27,100.0,30.91,100.0,18.18,100.0,51.89,60.87,35.43,37.74,14.15,55.0,67.0,41.0,26.4,77.38,24.0,86.0
89.0,84.0,95.0,712.0,882.0,520.0,1090.0,1050.0,1136.0,2181.0,2269.0,2082.0,6053.0,5945.0,6175.0,88.6,89.4,87.7,1491.0,2059.0,852.0,968.0,1029.0,899.0,178.0,210.0,142.0,456.0,399.0,520.0,779.0,441.0,1159.0,6665.0,6891.0,6411.0,3.9,75.0,12.7,92.3,4.9,100.0,31.0,30.0,32.0,12.0,19.0,35.0,33.0,37.0,16.0,45.0,19.0,51.0
180.0,206.0,149.0,981.0,951.0,1015.0,1547.0,1208.0,1941.0,3038.0,2646.0,3494.0,2955.0,2646.0,3314.0,90.7,92.2,89.2,552.0,591.0,508.0,1547.0,1362.0,1762.0,97.0,77.0,119.0,262.0,257.0,269.0,83.0,51.0,119.0,3674.0,3289.0,4121.0,5.5,87.5,15.9,91.3,16.6,95.8,38.0,34.0,41.0,18.0,20.0,62.0,50.0,75.0,19.0,56.0,38.0,86.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506.0,480.0,535.0,7246.0,6767.0,7753.0,3246.0,3093.0,3409.0,11492.0,10845.0,12178.0,11784.0,10668.0,12966.0,88.4,88.5,88.2,1915.0,2348.0,1457.0,2915.0,2613.0,3235.0,169.0,189.0,147.0,506.0,404.0,615.0,2584.0,1666.0,3556.0,10895.0,9771.0,12084.0,6.0,85.7,18.4,95.1,15.4,97.2,28.0,31.0,25.0,21.0,8.0,38.0,40.0,37.0,16.0,40.0,26.0,51.0
161.92,184.48,136.82,1282.38,1303.65,1258.72,3659.33,3197.64,4172.94,5382.12,4919.44,5896.84,7946.89,6936.42,9071.01,99.4,99.5,99.4,926.17,897.8,957.72,1547.93,1057.68,2093.31,181.35,159.88,205.23,1010.36,1094.58,916.68,1392.49,1094.58,1723.9,7519.43,6567.46,8578.46,11.6,97.2,16.4,100.0,15.4,97.9,41.43,38.88,44.19,19.04,22.4,51.0,49.0,54.0,25.45,57.42,37.0,66.0
654.31,619.9,690.73,3766.46,3491.03,4058.02,2273.3,2251.22,2296.67,6903.78,6557.91,7269.9,13463.64,11305.06,15748.58,96.39,95.38,97.15,1535.11,1696.57,1364.19,1728.04,1647.63,1813.16,327.15,342.58,310.83,369.1,326.26,414.44,780.14,375.2,1208.77,10577.97,9086.46,12156.8,6.13,100.0,15.34,100.0,23.31,100.0,54.77,55.94,110.34,42.4,12.37,62.0,65.0,58.0,30.78,78.76,42.0,82.0
632.72,411.64,865.0,632.72,558.66,710.53,4579.69,4204.65,4973.74,8300.69,7262.57,9391.41,11705.33,10114.67,13376.58,95.11,95.06,95.15,1883.1,2264.04,1482.85,2289.85,1793.59,2811.24,241.04,264.63,216.25,647.79,646.87,648.75,2335.04,1793.59,2903.92,11178.07,9703.03,12727.83,12.22,100.0,32.22,93.1,37.78,85.29,37.0,43.0,32.0,26.0,11.0,53.0,49.0,57.0,18.0,56.0,29.0,76.0
1416.77,1593.25,1237.51,94.45,93.72,95.19,7438.02,5904.4,8995.72,10909.09,9465.79,12375.06,13506.49,12464.85,14564.49,94.58,95.86,93.46,1676.51,2108.72,1237.51,2762.69,2296.16,3236.55,212.51,281.16,142.79,613.93,562.32,666.35,1275.09,656.04,1903.86,13364.82,12371.13,14374.11,17.91,100.0,1.49,100.0,34.33,91.3,,,,,,,,,0.0,32.0,3.0,45.0
395.08,341.66,454.98,4391.01,4185.35,4621.65,4300.71,3907.75,4741.38,9837.45,9054.03,10716.0,6580.88,5850.95,7399.43,89.02,79.93,97.09,570.04,533.85,610.63,547.47,427.08,682.47,434.59,459.11,407.09,891.75,1057.01,706.42,998.98,651.29,1388.89,6592.17,5861.63,7411.4,12.89,80.43,31.93,98.25,29.13,98.08,65.2,61.3,42.35,51.1,14.1,78.0,76.0,79.0,46.74,83.66,62.0,93.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333.0,364.0,301.0,4051.0,1127.0,7081.0,4569.0,3962.0,5198.0,9064.0,5562.0,12693.0,7973.0,7852.0,8098.0,93.7,93.1,94.4,832.0,945.0,716.0,647.0,727.0,565.0,314.0,400.0,226.0,703.0,763.0,640.0,1406.0,1018.0,1808.0,7714.0,7924.0,7495.0,1.0,100.0,38.5,100.0,57.3,94.5,,,,,,,,,,,,
51.78,54.85,48.51,6495.65,5750.59,7286.31,4829.37,4397.51,5287.67,11583.9,10349.24,12894.15,9282.18,8539.04,10070.83,95.1,93.9,96.2,941.4,1051.38,824.68,2711.23,2185.04,3269.62,287.13,274.27,300.77,644.86,603.4,688.85,423.63,319.99,533.62,9310.43,8667.03,9993.21,22.7,97.8,26.9,100.0,25.4,86.5,44.52,53.94,34.68,29.68,14.84,49.0,59.0,38.0,34.84,54.2,38.0,60.0
577.56,612.87,536.35,1650.17,1123.6,2264.6,4317.93,3626.15,5125.15,7260.73,5924.41,8820.02,6683.17,6537.28,6853.4,97.94,100.0,95.65,687.57,868.23,476.76,770.08,612.87,953.52,220.02,204.29,238.38,412.54,408.58,417.16,440.04,357.51,536.35,4537.95,4290.09,4827.18,22.22,100.0,8.64,100.0,12.35,100.0,,,,,,,,,,,,
292.59,297.69,287.09,14393.69,13474.34,15384.62,3242.85,2937.72,3571.73,18091.68,16889.93,19386.98,11106.14,9283.2,13071.01,92.94,93.67,92.38,1036.25,932.24,1148.36,1312.58,1143.75,1494.55,345.42,336.86,354.64,1324.77,1464.94,1173.69,1979.03,1167.25,2854.01,10886.7,9204.86,12699.48,4.44,70.0,46.67,100.0,39.33,98.31,57.31,62.74,84.29,39.92,17.39,74.0,75.0,75.0,35.96,78.65,61.0,88.0
978.0,968.0,989.0,11232.0,11141.0,11326.0,3147.0,2934.0,3368.0,15494.0,15162.0,15837.0,21235.0,19660.0,22868.0,99.2,99.2,99.3,1122.0,1489.0,742.0,5931.0,6330.0,5516.0,167.0,268.0,62.0,303.0,357.0,247.0,4687.0,3902.0,5501.0,21060.0,19526.0,22651.0,3.7,100.0,21.9,65.9,13.7,86.7,45.0,41.0,49.0,34.0,11.0,52.0,46.0,58.0,31.0,60.0,36.0,68.0
200.0,204.0,196.0,2165.0,2028.0,2310.0,2409.0,2140.0,2693.0,5859.0,5430.0,6312.0,9937.0,9018.0,10908.0,95.5,95.8,95.1,2482.0,2725.0,2227.0,2263.0,2084.0,2452.0,126.0,149.0,103.0,348.0,288.0,412.0,1369.0,859.0,1908.0,9374.0,8587.0,10206.0,6.5,78.8,13.6,94.6,18.1,91.5,21.0,23.0,18.0,13.0,8.0,32.0,36.0,28.0,14.0,28.0,25.0,39.0
108.68,174.37,33.33,388.14,552.17,200.0,1350.72,1162.45,1566.67,2002.79,2034.29,1966.67,7281.48,7120.02,7466.67,96.59,95.1,98.21,326.04,464.98,166.67,496.82,464.98,533.33,481.29,610.29,333.33,279.46,290.61,266.67,683.12,523.1,866.67,6582.83,5841.33,7433.33,7.45,100.0,24.47,100.0,10.64,100.0,68.32,54.22,99.24,43.48,24.84,81.0,62.0,101.0,38.19,98.45,51.0,111.0
1429.0,1375.0,1489.0,6077.0,5866.0,6314.0,2712.0,2062.0,3439.0,10339.0,9395.0,11396.0,6925.0,6095.0,7854.0,92.3,97.0,88.2,1525.0,1650.0,1386.0,1985.0,2062.0,1899.0,291.0,367.0,205.0,654.0,458.0,873.0,847.0,504.0,1232.0,8765.0,7974.0,9651.0,6.5,100.0,19.4,100.0,24.2,100.0,,,,,,,,,,,,
218.0,263.0,170.0,1440.0,1434.0,1447.0,1420.0,1316.0,1533.0,3147.0,3105.0,3193.0,3468.0,2802.0,4186.0,96.1,95.3,96.6,1085.0,1079.0,1093.0,1823.0,1158.0,2540.0,130.0,171.0,85.0,328.0,276.0,383.0,205.0,118.0,298.0,4847.0,3947.0,5818.0,12.0,96.4,12.0,100.0,13.2,100.0,33.0,29.0,36.0,20.0,13.0,47.0,41.0,54.0,21.0,44.0,34.0,61.0
379.36,369.66,389.93,2106.85,1941.46,2287.17,2348.26,2136.8,2578.81,5613.56,5175.21,6091.49,9863.46,8553.48,11291.7,96.8,97.1,96.5,1244.67,1262.25,1225.51,2729.18,2157.84,3352.12,239.84,219.39,262.14,990.72,946.69,1038.73,1435.92,979.74,1933.29,9700.28,8414.98,11101.64,16.1,97.5,20.0,99.5,20.3,98.0,44.25,49.73,38.41,25.33,18.92,54.0,61.0,47.0,35.21,53.29,47.0,62.0
105.0,120.0,90.0,5560.0,5088.0,6028.0,1664.0,1716.0,1611.0,9075.0,8401.0,9743.0,5567.0,4787.0,6341.0,87.2,92.1,83.5,525.0,632.0,418.0,1034.0,1024.0,1044.0,390.0,331.0,448.0,869.0,798.0,940.0,4616.0,3794.0,5431.0,10536.0,9756.0,11310.0,3.6,66.7,32.1,96.3,7.1,100.0,36.0,35.0,36.0,22.0,13.0,44.0,43.0,44.0,18.0,54.0,25.0,63.0
383.25,545.85,192.31,6692.22,6659.39,6730.77,1945.75,1965.07,1923.08,9463.44,9497.82,9423.08,15595.52,14847.16,16474.36,96.41,98.16,94.55,1267.69,1582.97,897.44,1208.73,1255.46,1153.85,294.81,272.93,320.51,560.14,655.02,448.72,1297.17,927.95,1730.77,15418.63,14737.99,16217.95,20.9,100.0,22.39,100.0,32.84,100.0,,,,,,,,,,,,
2560.0,2752.0,2358.0,3785.0,3826.0,3743.0,3822.0,3630.0,4023.0,10424.0,10451.0,10396.0,15194.0,15790.0,14567.0,87.9,88.4,87.3,735.0,1011.0,445.0,3046.0,3371.0,2704.0,84.0,94.0,74.0,165.0,180.0,148.0,1684.0,1686.0,1682.0,13679.0,14332.0,12993.0,10.8,94.1,13.0,97.7,18.3,91.7,46.0,44.0,48.0,30.0,16.0,50.0,50.0,50.0,35.0,57.0,38.0,62.0
