"ACUTE ILLNESS - Persons suffering from Acute Illness (Per 100,000 Population) - Diarrhoea/Dysentery - Person - Total","ACUTE ILLNESS - Persons suffering from Acute Illness (Per 100,000 Population) - Diarrhoea/Dysentery - Male - Total","ACUTE ILLNESS - Persons suffering from Acute Illness (Per 100,000 Population) - Diarrhoea/Dysentery - Female - Total","ACUTE ILLNESS - Persons suffering from Acute Illness (Per 100,000 Population) - Acute Respiratory Infection (ARI) - Person - Total","ACUTE ILLNESS - Persons suffering from Acute Illness (Per 100,000 Population) - Acute Respiratory Infection (ARI) - Male - Total","ACUTE ILLNESS - Persons suffering from Acute Illness (Per 100,000 Population) - Acute Respiratory Infection (ARI) - Female - Total","ACUTE ILLNESS - Persons suffering from Acute Illness (Per 100,000 Population) - Fever (All Types) - Person - Total","ACUTE ILLNESS - Persons suffering from Acute Illness (Per 100,000 Population) - Fever (All Types) - Male - Total","ACUTE ILLNESS - Persons suffering from Acute Illness (Per 100,000 Population) - Fever (All Types) - Female - Total","ACUTE ILLNESS - Persons suffering from Acute Illness (Per 100,000 Population) - Any type of Acute Illness - Person - Total","ACUTE ILLNESS - Persons suffering from Acute Illness (Per 100,000 Population) - Any type of Acute Illness - Male - Total","ACUTE ILLNESS - Persons suffering from Acute Illness (Per 100,000 Population) - Any type of Acute Illness - Female - Total","CHRONIC ILLNESS - Having any kind of Symptoms of Chronic Illness (Per 100,000 Population) - Person - Total","CHRONIC ILLNESS - Having any kind of Symptoms of Chronic Illness (Per 100,000 Population) - Male - Total","CHRONIC ILLNESS - Having any kind of Symptoms of Chronic Illness (Per 100,000 Population) - Female - Total",CHRONIC ILLNESS - Having any kind of Symptoms of Chronic Illness and sought Medical Care (%) - Person - Total,CHRONIC ILLNESS - Having any kind of Symptoms of Chronic Illness and sought Medical Care (%) - Male - Total,CHRONIC ILLNESS - Having any kind of Symptoms of Chronic Illness and sought Medical Care (%) - Female - Total,"CHRONIC ILLNESS - Having diagnosed for Chronic Illness (Per 100,000 Population) - Diabetes - Person - Total","CHRONIC ILLNESS - Having diagnosed for Chronic Illness (Per 100,000 Population) - Diabetes - Male - Total","CHRONIC ILLNESS - Having diagnosed for Chronic Illness (Per 100,000 Population) - Diabetes - Female - Total","CHRONIC ILLNESS - Having diagnosed for Chronic Illness (Per 100,000 Population) - Hypertension - Person - Total","CHRONIC ILLNESS - Having diagnosed for Chronic Illness (Per 100,000 Population) - Hypertension - Male - Total","CHRONIC ILLNESS - Having diagnosed for Chronic Illness (Per 100,000 Population) - Hypertension - Female - Total","CHRONIC ILLNESS - Having diagnosed for Chronic Illness (Per 100,000 Population) - Tuberculosis (TB) - Person - Total","CHRONIC ILLNESS - Having diagnosed for Chronic Illness (Per 100,000 Population) - Tuberculosis (TB) - Male - Total","CHRONIC ILLNESS - Having diagnosed for Chronic Illness (Per 100,000 Population) - Tuberculosis (TB) - Female - Total","CHRONIC ILLNESS - Having diagnosed for Chronic Illness (Per 100,000 Population) - Asthma / Chronic Respiratory Disease - Person - Total","CHRONIC ILLNESS - Having diagnosed for Chronic Illness (Per 100,000 Population) - Asthma / Chronic Respiratory Disease - Male - Total","CHRONIC ILLNESS - Having diagnosed for Chronic Illness (Per 100,000 Population) - Asthma / Chronic Respiratory Disease - Female - Total","CHRONIC ILLNESS - Having diagnosed for Chronic Illness (Per 100,000 Population) - Arthritis - Person - Total","CHRONIC ILLNESS - Having diagnosed for Chronic Illness (Per 100,000 Population) - Arthritis - Male - Total","CHRONIC ILLNESS - Having diagnosed for Chronic Illness (Per 100,000 Population) - Arthritis - Female - Total","CHRONIC ILLNESS - Having diagnosed for Chronic Illness (Per 100,000 Population) - Any kind of Chronic Illness - Person - Total","CHRONIC ILLNESS - Having diagnosed for Chronic Illness (Per 100,000 Population) - Any kind of Chronic Illness - Male - Total","CHRONIC ILLNESS - Having diagnosed for Chronic Illness (Per 100,000 Population) - Any kind of Chronic Illness - Female - Total",CHILDHOOD DISEASES - Children suffering from Diarrhoea (%) - Total,CHILDHOOD DISEASES - Children suffering from Diarrhoea who received HAF/ORS/ORT (%) - Total,CHILDHOOD DISEASES - Children suffering from Acute Respiratory Infection (%) - Total,CHILDHOOD DISEASES - Children suffering from Acute Respiratory Infection who sought treatment (%) - Total,CHILDHOOD DISEASES - Children suffering from Fever (%) - Total,CHILDHOOD DISEASES - Children suffering from Fever who sought treatment (%) - Total,MORTALITY - Infant Mortality Rate (IMR) - Total - Person,MORTALITY - Infant Mortality Rate (IMR) - Total - Male,MORTALITY - Infant Mortality Rate (IMR) - Total - Female,MORTALITY - Neo-natal Mortality Rate - Total,MORTALITY - Post Neo-natal Mortality Rate - Total,MORTALITY - Under Five Mortality Rate (U5MR) - Total - Person,MORTALITY - Under Five Mortality Rate (U5MR) - Total - Male,MORTALITY - Under Five Mortality Rate (U5MR) - Total - Female,CONFIDENCE INTERVAL (95%) FOR SOME IMPORTANT INDICATORS - Infant Mortality Rate - Total - Lower Limit,CONFIDENCE INTERVAL (95%) FOR SOME IMPORTANT INDICATORS - Infant Mortality Rate - Total - Upper Limit,CONFIDENCE INTERVAL (95%) FOR SOME IMPORTANT INDICATORS - Under Five Mortality Rate (U5MR) - Total - Lower Limit,CONFIDENCE INTERVAL (95%) FOR SOME IMPORTANT INDICATORS - Under Five Mortality Rate (U5MR) - Total - Upper Limit
671.0,634.0,704.0,2431.0,2632.0,2247.0,2729.0,2392.0,3037.0,11525.0,10619.0,12352.0,16097.0,13195.0,18744.0,78.5,80.4,77.2,339.0,447.0,240.0,879.0,712.0,1031.0,370.0,391.0,351.0,1263.0,1335.0,1198.0,2219.0,1888.0,2521.0,9305.0,8437.0,10096.0,8.4,40.7,21.3,99.0,38.7,97.4,46.0,47.0,46.0,28.0,18.0,53.0,53.0,53.0,39.0,54.0,47.0,60.0
412.0,405.0,419.0,1745.0,1606.0,1887.0,4004.0,3583.0,4436.0,7219.0,6513.0,7945.0,4873.0,4532.0,5222.0,94.4,96.0,93.0,497.0,489.0,504.0,972.0,779.0,1171.0,255.0,259.0,250.0,478.0,579.0,375.0,617.0,569.0,667.0,4348.0,4215.0,4484.0,14.0,50.7,11.7,88.0,35.6,89.9,63.0,60.0,66.0,41.0,21.0,91.0,89.0,93.0,52.0,73.0,81.0,100.0
344.81,320.86,370.5,8150.09,7937.0,8378.67,5492.34,4640.13,6406.44,14697.09,13519.39,15960.33,11702.54,9132.3,14459.5,79.37,80.78,78.42,415.18,455.1,372.36,499.69,363.12,646.18,243.74,291.56,192.44,1296.64,1349.49,1239.94,3375.38,2041.13,4806.55,11662.25,9107.01,14403.12,8.11,81.71,33.5,97.34,27.61,94.57,72.32,73.6,70.84,56.9,15.43,92.0,92.0,91.0,55.27,89.37,81.0,102.0
3899.0,3751.0,4036.0,5352.0,4827.0,5841.0,16517.0,15000.0,17928.0,25957.0,23776.0,27985.0,12238.0,11248.0,13159.0,76.6,77.2,76.1,196.0,281.0,117.0,582.0,471.0,685.0,152.0,198.0,108.0,591.0,711.0,480.0,1036.0,888.0,1173.0,9419.0,8479.0,10294.0,13.9,96.6,33.3,100.0,47.5,95.2,56.0,57.0,56.0,44.0,12.0,84.0,87.0,81.0,47.0,66.0,77.0,91.0
1836.0,1974.0,1692.0,7412.0,7249.0,7582.0,2808.0,2375.0,3262.0,12321.0,11824.0,12843.0,24824.0,23162.0,26567.0,92.3,92.6,92.0,1174.0,1444.0,890.0,7077.0,6389.0,7799.0,256.0,299.0,210.0,438.0,485.0,390.0,5621.0,4907.0,6369.0,23222.0,21715.0,24803.0,4.9,79.7,21.6,90.4,30.9,77.8,56.0,54.0,59.0,38.0,19.0,72.0,72.0,73.0,46.0,68.0,64.0,81.0
994.07,974.81,1014.96,1255.27,1301.58,1205.05,14236.82,13345.3,15203.49,16729.43,15822.97,17712.31,5368.5,5059.65,5703.38,91.9,92.1,91.7,205.76,220.94,189.3,417.2,356.05,483.51,94.8,99.09,90.15,503.72,556.63,446.35,820.79,654.14,1001.48,4679.75,4412.65,4969.36,8.6,92.9,17.9,84.9,20.9,96.4,60.8,60.97,60.6,44.32,16.48,70.0,72.0,68.0,52.06,69.53,63.0,77.0
1018.35,1045.61,990.23,5691.92,5503.55,5886.17,10032.67,9836.67,10234.8,17073.9,16737.17,17421.12,7352.25,7167.1,7543.18,57.6,59.03,56.2,290.04,351.05,227.12,231.9,212.38,252.03,324.93,439.23,207.08,564.67,669.23,456.85,1016.95,859.6,1179.21,4155.64,4307.32,3999.23,9.2,91.6,12.41,98.53,5.05,100.0,56.17,50.97,61.47,35.6,20.57,84.0,76.0,93.0,45.32,67.02,75.0,93.0
3430.0,3384.0,3480.0,2303.0,2528.0,2061.0,10020.0,9565.0,10506.0,15897.0,15636.0,16177.0,11823.0,10241.0,13517.0,82.2,85.2,79.7,267.0,328.0,202.0,621.0,571.0,675.0,426.0,488.0,360.0,1058.0,1047.0,1071.0,1631.0,1389.0,1890.0,8846.0,7908.0,9852.0,9.8,93.5,27.0,99.1,37.0,96.4,55.0,55.0,55.0,37.0,18.0,82.0,75.0,88.0,48.0,62.0,75.0,88.0
229.4,284.72,166.27,1506.35,1549.56,1457.05,2392.64,2130.34,2691.96,4242.21,4070.77,4437.84,3132.14,2954.66,3334.66,88.9,92.9,84.9,190.61,216.32,161.28,208.53,216.44,199.5,158.74,182.14,132.04,149.81,167.86,129.22,148.97,157.63,139.08,2104.23,2196.34,1999.11,15.1,92.7,20.0,98.5,16.2,98.9,68.89,65.66,72.48,43.5,25.4,100.0,91.0,110.0,57.68,80.11,90.0,110.0
1876.0,1885.0,1867.0,4721.0,4740.0,4701.0,6719.0,6432.0,7017.0,14923.0,14519.0,15342.0,13258.0,11472.0,15110.0,85.2,86.2,84.4,394.0,481.0,303.0,826.0,709.0,947.0,376.0,425.0,324.0,1162.0,1150.0,1174.0,1919.0,1575.0,2276.0,10219.0,9107.0,11372.0,10.0,83.3,28.2,99.2,36.7,91.8,48.0,47.0,49.0,32.0,16.0,70.0,67.0,73.0,47.0,49.0,69.0,71.0
465.42,465.54,465.29,1841.59,1883.04,1797.25,11019.55,10694.04,11367.73,13966.61,13536.68,14426.49,5617.38,5298.59,5958.37,76.9,81.3,72.7,533.4,676.65,380.18,938.79,838.66,1045.89,56.13,81.51,28.99,249.96,289.08,208.11,976.72,831.56,1131.99,4793.6,4683.25,4911.63,47.1,97.6,12.7,94.0,22.0,94.5,70.83,71.79,69.81,44.2,26.63,85.0,84.0,86.0,54.73,86.92,73.0,97.0
47.0,55.0,38.0,104.0,96.0,113.0,6700.0,6242.0,7241.0,7157.0,6711.0,7683.0,3258.0,2914.0,3666.0,90.2,92.2,88.4,343.0,411.0,262.0,660.0,539.0,804.0,94.0,106.0,80.0,450.0,482.0,413.0,356.0,227.0,509.0,3113.0,2804.0,3477.0,7.6,92.0,5.2,93.0,9.1,95.6,50.0,43.0,57.0,27.0,22.0,71.0,62.0,82.0,42.0,57.0,62.0,81.0
479.61,482.4,476.56,1144.31,1086.91,1207.28,2334.48,2195.42,2487.01,4246.24,4021.98,4492.24,8092.56,6947.08,9349.03,94.2,94.6,94.0,1069.04,1136.75,994.78,1932.8,1502.22,2405.09,231.42,199.4,266.54,580.72,577.95,583.77,1839.19,1264.31,2469.76,7584.57,6549.66,8719.76,20.5,96.6,21.2,99.8,20.4,98.2,37.33,37.5,37.13,24.19,13.14,46.0,47.0,44.0,32.9,41.76,41.0,51.0
1214.38,1267.99,1164.45,3685.24,3702.3,3669.35,1370.58,1254.37,1478.81,6439.88,6366.33,6508.37,20762.68,17632.1,23678.17,98.75,98.45,98.96,1185.68,1316.61,1063.74,1685.55,1442.17,1912.2,285.43,301.8,270.18,336.7,403.07,274.89,2360.91,1751.04,2928.87,17045.05,14602.56,19319.72,6.8,89.8,10.73,98.74,15.61,92.58,61.77,60.69,62.92,45.87,15.9,76.0,70.0,82.0,55.09,68.44,70.0,83.0
590.06,634.86,539.63,1485.76,1401.84,1580.22,12725.51,12304.68,13199.23,14962.64,14541.88,15436.27,6882.19,6091.34,7772.42,79.4,78.1,80.6,260.73,304.8,211.12,858.45,711.78,1023.56,196.64,237.25,150.93,342.91,394.02,285.39,276.7,187.49,377.12,3819.42,3581.12,4087.66,42.9,96.2,27.5,98.5,26.6,96.0,65.02,65.5,64.49,48.05,16.97,94.0,89.0,100.0,52.43,77.6,84.0,105.0
754.24,791.59,716.65,5599.78,5499.89,5700.31,1199.55,1083.41,1316.44,7822.34,7610.25,8035.79,19379.05,17489.98,21280.23,99.38,99.13,99.59,955.49,1067.81,842.45,987.39,795.61,1180.4,339.72,360.05,319.27,465.41,545.32,384.98,1883.48,1526.86,2242.39,16997.82,15587.46,18417.22,9.47,83.22,21.84,99.02,26.11,95.71,68.8,71.5,65.63,52.3,16.5,82.0,84.0,80.0,60.72,76.87,75.0,90.0
213.0,212.0,213.0,413.0,436.0,390.0,2253.0,2061.0,2458.0,4623.0,4209.0,5066.0,4986.0,4309.0,5711.0,89.0,90.6,87.8,1004.0,996.0,1013.0,1813.0,1355.0,2303.0,236.0,283.0,185.0,693.0,762.0,620.0,715.0,415.0,1036.0,7061.0,6193.0,7988.0,11.2,88.1,8.9,98.7,19.7,95.3,50.0,39.0,62.0,31.0,19.0,70.0,59.0,81.0,41.0,59.0,62.0,77.0
428.0,400.0,454.0,5280.0,5615.0,4963.0,2569.0,2450.0,2681.0,13408.0,13118.0,13682.0,17212.0,14290.0,19971.0,81.4,81.9,81.0,490.0,630.0,358.0,1114.0,935.0,1283.0,453.0,556.0,356.0,1378.0,1368.0,1388.0,1839.0,1624.0,2041.0,9183.0,8586.0,9746.0,5.2,45.6,30.9,99.3,40.7,96.9,51.0,47.0,55.0,23.0,28.0,72.0,68.0,77.0,46.0,57.0,65.0,79.0
1519.0,1526.0,1511.0,5984.0,5949.0,6021.0,8236.0,7645.0,8861.0,15848.0,15222.0,16512.0,13583.0,11421.0,15875.0,82.3,83.2,81.6,313.0,373.0,249.0,906.0,680.0,1145.0,340.0,368.0,310.0,950.0,797.0,1112.0,1054.0,811.0,1312.0,9134.0,8148.0,10180.0,12.4,90.6,48.1,99.2,46.0,84.6,40.0,40.0,41.0,29.0,12.0,60.0,54.0,67.0,35.0,46.0,55.0,66.0
392.83,368.11,418.85,1748.88,1643.25,1860.03,6319.89,5870.03,6793.23,9061.32,8453.7,9700.66,15267.53,14198.46,16392.41,94.06,94.5,93.66,2683.46,3328.43,2004.82,3370.1,2566.43,4215.72,185.7,193.35,177.66,1883.46,1817.13,1953.26,2157.1,1531.8,2815.04,14320.47,13231.88,15465.9,12.75,85.72,42.86,94.09,37.79,93.91,67.0,66.0,69.0,43.0,25.0,96.0,91.0,101.0,61.0,74.0,90.0,102.0
397.29,413.99,380.75,141.5,128.8,154.09,3368.95,3242.53,3494.24,4594.05,4409.45,4776.99,6596.17,6427.81,6763.01,74.26,75.34,73.24,481.37,567.62,395.89,702.85,623.05,781.94,183.26,278.99,88.39,259.14,325.8,193.07,916.89,607.24,1223.75,5555.27,5489.01,5620.94,23.4,71.59,19.92,76.44,24.52,71.33,48.0,44.0,52.0,32.0,17.0,65.0,62.0,69.0,40.0,55.0,56.0,75.0
316.0,321.0,310.0,3293.0,3253.0,3334.0,1688.0,1570.0,1809.0,5401.0,5230.0,5577.0,14258.0,12281.0,16287.0,72.5,75.9,69.9,474.0,587.0,358.0,703.0,706.0,700.0,530.0,673.0,383.0,480.0,479.0,482.0,3260.0,2354.0,4189.0,10046.0,9097.0,11020.0,13.8,88.4,29.3,94.7,28.1,87.9,45.0,44.0,46.0,33.0,12.0,55.0,50.0,60.0,37.0,53.0,48.0,62.0
148.07,181.55,113.35,581.43,622.83,538.49,5038.36,4654.69,5436.19,6109.95,5818.7,6411.95,3832.24,3640.46,4031.09,86.79,87.21,86.41,240.98,290.19,189.96,472.62,368.3,580.79,182.64,265.8,96.41,150.99,215.17,84.44,1116.83,912.31,1328.89,3377.26,3245.8,3513.58,12.53,88.57,28.36,87.1,28.8,91.44,60.0,49.0,74.0,36.0,24.0,80.0,69.0,92.0,51.0,70.0,71.0,88.0
404.85,429.25,378.24,514.65,499.47,531.2,5253.88,5104.37,5416.97,6472.68,6373.82,6580.51,4500.76,4355.34,4659.39,94.7,94.3,95.1,354.86,388.93,317.7,761.18,560.24,980.37,81.62,86.03,76.81,440.52,470.84,407.44,417.02,316.12,527.08,4205.17,4111.46,4307.4,16.5,91.5,15.6,80.9,20.9,97.6,62.61,56.81,68.9,40.76,21.85,76.0,71.0,83.0,51.67,73.56,69.0,84.0
1269.17,1268.21,1270.17,400.08,392.87,407.58,3823.23,3370.57,4293.99,5699.3,5197.47,6221.18,6741.24,6235.66,7267.02,98.15,98.2,98.1,152.29,193.81,109.11,338.8,238.61,443.0,294.7,310.23,278.55,293.97,395.19,188.71,266.71,225.9,309.15,4816.8,4395.87,5254.56,3.34,95.99,16.44,98.68,12.03,97.94,53.24,53.9,52.5,34.84,18.4,80.0,77.0,84.0,45.27,61.2,72.0,88.0
158.84,153.82,163.71,1162.41,1091.42,1231.4,1245.44,1157.34,1331.06,4635.21,4387.64,4875.79,14551.82,11287.72,17723.68,86.7,87.67,86.1,617.31,725.17,512.49,1111.87,966.89,1252.76,227.43,249.05,206.42,1732.79,1823.91,1644.25,4635.21,2585.7,6626.81,13161.98,10313.51,15929.96,3.62,100.0,6.61,93.55,12.79,95.0,33.58,36.52,30.24,23.94,9.64,42.0,43.0,41.0,21.77,45.39,32.0,52.0
384.37,387.83,380.74,1666.0,1600.51,1734.48,2288.45,2084.29,2501.94,4649.0,4344.09,4967.85,2805.75,2740.47,2874.02,83.7,82.3,85.1,114.8,88.11,142.7,206.0,212.17,199.56,176.98,216.81,135.33,178.59,189.29,167.4,406.75,273.35,546.26,2083.49,1876.15,2300.31,18.6,96.9,17.2,99.3,16.2,95.3,63.82,65.29,62.25,37.79,26.03,86.0,86.0,85.0,51.18,76.45,76.0,95.0
320.0,291.0,354.0,2466.0,2426.0,2511.0,2815.0,2643.0,3008.0,5917.0,5648.0,6220.0,7148.0,6273.0,8134.0,96.9,97.0,96.8,725.0,782.0,661.0,1096.0,865.0,1356.0,278.0,322.0,228.0,1033.0,1101.0,955.0,628.0,304.0,993.0,5856.0,5259.0,6529.0,17.9,91.0,37.2,98.1,33.6,94.9,50.0,44.0,57.0,35.0,15.0,65.0,55.0,77.0,42.0,58.0,58.0,73.0
831.35,847.4,814.82,265.33,255.49,275.46,5669.73,5024.78,6333.83,12050.1,10703.45,13436.76,5272.35,4355.69,6216.24,95.5,96.48,94.79,1233.05,1536.59,920.5,1023.6,996.02,1052.0,126.24,152.31,99.4,322.25,275.78,370.1,2051.71,1632.19,2483.69,7031.29,6640.63,7433.55,12.96,95.2,21.7,91.95,28.36,95.66,48.0,47.0,48.0,36.0,12.0,59.0,55.0,64.0,39.0,56.0,52.0,67.0
373.64,358.67,386.73,1524.77,1384.19,1647.66,1657.62,1544.18,1756.79,3629.38,3357.59,3866.99,12942.63,10731.04,14876.04,93.86,95.21,93.01,1279.28,1429.41,1148.03,1741.21,1458.31,1988.52,201.59,218.82,186.53,708.91,911.93,531.43,1162.24,659.57,1601.68,10235.25,8956.74,11352.95,7.63,86.0,14.12,95.5,16.49,88.36,37.42,35.37,39.75,24.8,12.62,45.0,43.0,47.0,33.75,41.1,41.0,49.0
105.61,105.01,106.32,1124.58,1211.02,1023.45,4517.86,3990.36,5135.11,6115.7,5660.86,6647.92,7443.12,6658.55,8361.15,94.02,94.03,94.0,184.02,168.38,202.33,448.28,266.47,661.01,287.91,294.74,279.91,642.69,689.63,587.77,486.24,349.63,646.1,4961.45,4485.73,5518.1,4.22,88.83,15.39,100.0,7.81,96.56,64.79,63.72,66.0,41.21,23.58,94.0,86.0,102.0,53.45,76.14,83.0,104.0
2500.0,2651.0,2336.0,4381.0,4328.0,4438.0,5445.0,5346.0,5552.0,12795.0,12559.0,13049.0,17830.0,15167.0,20709.0,85.2,86.0,84.6,218.0,280.0,152.0,820.0,634.0,1021.0,205.0,228.0,180.0,1837.0,1800.0,1877.0,1897.0,1529.0,2294.0,12510.0,10677.0,14490.0,10.9,84.1,43.6,99.0,42.7,96.4,49.0,44.0,55.0,34.0,15.0,71.0,65.0,78.0,44.0,55.0,65.0,77.0
610.73,626.82,592.73,11488.42,11054.79,11973.5,3583.47,3526.06,3647.69,16234.41,15698.75,16833.62,11605.4,9480.08,13982.87,94.42,94.99,94.0,589.73,515.84,672.38,835.3,551.67,1152.59,447.44,459.63,433.8,1332.74,1570.74,1066.51,3194.08,1945.87,4590.39,10882.06,9034.02,12949.35,15.16,68.81,38.15,96.93,27.67,95.23,49.61,47.44,52.1,34.82,14.79,59.0,55.0,62.0,43.07,56.15,52.0,65.0
644.25,607.56,681.72,3777.06,3426.62,4134.92,3167.12,3054.1,3282.53,8697.54,8095.05,9312.79,18309.48,16952.76,19694.93,93.61,94.26,93.05,1499.82,1848.3,1143.96,3153.18,2219.09,4107.04,182.14,199.29,164.63,2472.37,2365.97,2581.03,2279.02,1742.32,2827.09,15697.67,14465.07,16956.37,13.07,89.13,41.31,97.18,36.77,94.59,75.0,70.0,80.0,41.0,34.0,101.0,94.0,109.0,61.0,89.0,92.0,110.0
2551.0,2831.0,2262.0,2382.0,2579.0,2178.0,4287.0,3555.0,5041.0,10300.0,9941.0,10669.0,5021.0,4707.0,5346.0,82.5,83.7,81.5,517.0,565.0,467.0,989.0,826.0,1158.0,138.0,142.0,134.0,558.0,676.0,436.0,1031.0,846.0,1221.0,4560.0,4287.0,4841.0,21.1,93.1,12.2,88.8,20.6,92.0,63.0,64.0,63.0,47.0,16.0,77.0,80.0,73.0,51.0,75.0,67.0,87.0
475.4,501.73,446.74,30683.11,29218.18,32277.3,3862.43,3616.85,4129.67,35464.4,33764.0,37314.83,11249.27,9169.81,13512.21,79.65,82.79,77.32,367.24,358.87,376.36,510.87,280.09,762.03,444.46,469.78,416.89,1486.78,1595.71,1368.25,2365.79,1369.38,3450.11,10393.84,7991.6,13008.02,11.24,77.67,58.81,99.82,51.61,97.06,60.08,56.97,63.47,45.2,14.88,86.0,78.0,95.0,53.03,67.14,78.0,94.0
633.08,638.75,626.88,1844.28,1783.15,1911.05,5954.67,5577.11,6367.11,8967.05,8500.94,9476.23,6826.09,6158.91,7554.92,82.6,84.2,81.1,411.2,448.02,370.98,784.5,599.25,986.88,175.99,196.27,153.83,506.76,544.47,465.58,1000.02,794.4,1224.64,5441.08,5011.76,5910.08,16.4,95.6,19.2,94.5,21.3,95.1,62.46,60.26,64.89,41.87,20.59,83.0,80.0,86.0,60.58,64.33,82.0,84.0
51.0,57.0,46.0,317.0,334.0,300.0,2022.0,1844.0,2187.0,3344.0,3177.0,3498.0,3509.0,3507.0,3511.0,93.4,90.4,96.2,362.0,431.0,298.0,812.0,680.0,935.0,129.0,168.0,94.0,423.0,597.0,262.0,358.0,312.0,401.0,3166.0,3217.0,3119.0,10.0,87.6,13.0,92.3,9.9,93.2,63.0,61.0,65.0,41.0,23.0,81.0,79.0,85.0,57.0,70.0,75.0,88.0
1843.03,1781.89,1911.86,1366.01,1363.54,1368.8,4788.53,4419.88,5203.49,9513.97,9002.81,10089.34,9153.7,8347.04,10061.69,76.9,79.8,74.2,464.15,500.56,423.16,1163.24,762.17,1614.69,204.36,228.67,177.01,556.16,600.32,506.45,1113.57,870.89,1386.73,6946.93,6369.86,7596.48,7.6,96.4,5.5,98.6,17.0,89.5,69.37,69.12,69.66,56.65,12.73,92.0,91.0,94.0,55.98,82.76,83.0,102.0
505.0,508.0,501.0,1129.0,1150.0,1108.0,3561.0,3296.0,3837.0,5890.0,5591.0,6201.0,5831.0,5151.0,6540.0,69.2,71.3,67.4,342.0,400.0,282.0,372.0,297.0,449.0,557.0,695.0,412.0,586.0,677.0,492.0,729.0,565.0,900.0,5128.0,5006.0,5256.0,8.3,89.8,14.3,94.7,27.0,93.5,52.0,51.0,53.0,30.0,22.0,76.0,73.0,79.0,48.0,55.0,72.0,80.0
2019.45,1916.08,2136.52,1735.49,1694.36,1782.08,3575.46,3153.37,4053.5,7984.08,7372.61,8676.6,7777.37,7487.97,8105.12,91.56,92.25,90.84,231.94,246.55,215.39,428.88,304.22,570.06,383.45,417.56,344.82,581.55,651.99,501.78,550.18,432.17,683.83,5152.68,4597.43,5781.51,14.54,93.7,25.09,98.78,24.91,98.53,78.37,79.14,77.54,54.75,23.62,117.0,113.0,120.0,67.78,88.97,107.0,126.0
169.0,163.0,176.0,2226.0,2291.0,2159.0,1707.0,1594.0,1826.0,4504.0,4416.0,4596.0,5807.0,5423.0,6209.0,77.5,79.9,75.2,486.0,700.0,264.0,352.0,359.0,344.0,299.0,377.0,218.0,491.0,491.0,491.0,737.0,565.0,917.0,5274.0,5379.0,5165.0,2.7,79.0,16.0,89.8,14.8,86.6,31.0,27.0,34.0,16.0,15.0,40.0,37.0,43.0,23.0,39.0,34.0,47.0
156.0,138.0,175.0,1678.0,1610.0,1756.0,2316.0,2048.0,2623.0,4576.0,4057.0,5170.0,2779.0,2374.0,3242.0,85.5,88.5,83.0,167.0,172.0,161.0,444.0,366.0,532.0,128.0,155.0,96.0,236.0,257.0,213.0,158.0,109.0,214.0,1911.0,1797.0,2041.0,10.5,84.3,19.1,88.2,16.4,88.0,52.0,49.0,55.0,33.0,19.0,74.0,67.0,81.0,45.0,59.0,66.0,82.0
2126.0,2272.0,1973.0,3365.0,3243.0,3494.0,6398.0,5830.0,6996.0,12591.0,11943.0,13274.0,8239.0,7017.0,9527.0,93.7,92.9,94.3,149.0,185.0,111.0,487.0,456.0,520.0,232.0,277.0,185.0,769.0,767.0,772.0,1678.0,1236.0,2145.0,6565.0,6003.0,7158.0,7.4,85.8,19.2,99.8,32.0,96.4,58.0,58.0,59.0,42.0,17.0,82.0,82.0,82.0,51.0,65.0,76.0,88.0
564.0,572.0,556.0,6290.0,6145.0,6433.0,4107.0,4062.0,4150.0,11813.0,11626.0,11998.0,12156.0,10756.0,13533.0,79.4,80.5,78.4,608.0,775.0,444.0,953.0,915.0,990.0,443.0,658.0,233.0,201.0,201.0,201.0,3489.0,2497.0,4464.0,9568.0,8840.0,10286.0,5.4,91.8,17.5,88.4,12.1,84.9,53.0,53.0,53.0,35.0,18.0,87.0,85.0,89.0,47.0,58.0,81.0,93.0
364.31,430.78,292.15,1756.43,1769.17,1742.59,4473.04,4032.04,4951.74,6873.06,6476.52,7303.5,8883.94,8130.04,9702.23,97.7,99.0,96.5,563.45,540.29,588.6,1150.67,807.65,1523.01,227.62,264.62,187.45,859.64,924.65,789.07,1782.05,1480.46,2109.42,7797.22,6993.27,8669.89,7.9,92.4,11.4,95.8,10.2,98.2,54.1,53.78,54.44,30.61,23.49,70.0,69.0,72.0,42.32,65.88,60.0,80.0
1056.06,1028.51,1083.15,3520.72,3519.53,3521.88,2144.1,1935.95,2348.69,7090.92,6822.5,7354.75,18284.19,16209.87,20323.1,95.23,95.56,94.98,667.55,736.01,600.25,756.11,699.03,812.22,331.98,430.0,235.64,530.0,602.97,458.27,1089.12,754.63,1417.9,12463.7,11447.58,13462.46,9.35,91.82,12.73,100.0,15.87,99.37,81.41,79.74,83.18,59.6,21.81,104.0,101.0,107.0,73.11,89.7,95.0,113.0
1063.47,991.25,1138.45,1331.11,1168.31,1500.12,6023.98,5276.1,6800.42,10536.62,9305.24,11815.02,10757.75,9796.67,11755.55,92.3,92.65,92.0,794.78,1003.46,578.14,949.88,688.34,1221.4,174.1,206.91,140.04,432.07,410.38,454.58,3735.64,2879.28,4624.7,10106.73,9240.58,11005.96,11.79,85.13,20.48,85.59,28.19,91.6,60.0,54.0,66.0,46.0,14.0,69.0,64.0,75.0,52.0,68.0,61.0,77.0
